Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
62059,18,1152,10,8,644,sunrpc,S0,tcp,140,15,255,0.06,0.05,0,anomaly
62061,18,1152,10,8,644,http,SF,tcp,7,7,255,1,0,795,normal
62060,18,1152,10,8,644,private,RSTR,tcp,1,1,171,0.01,0.43,0,anomaly
62062,18,1152,10,8,644,ftp_data,SF,tcp,2,2,255,0.16,0.06,0,normal
62063,18,1152,10,8,644,smtp,SF,tcp,1,1,38,0.84,0.11,371,normal
62066,20,1276,10,10,644,http,SF,tcp,6,16,255,1,0,1919,normal
62064,20,1276,10,10,644,private,S0,tcp,83,7,255,0.07,0.06,0,anomaly
62065,20,1276,10,10,644,http,SF,tcp,9,9,255,1,0,2647,normal
62067,20,1276,10,10,644,private,REJ,tcp,140,14,255,0.11,0.05,0,anomaly
62070,20,1276,10,10,644,vmnet,S0,tcp,254,19,255,0.04,0.07,0,anomaly
62069,20,1276,10,10,644,private,RSTR,tcp,145,2,255,0.01,0.31,0,anomaly
62068,20,1276,10,10,644,http,SF,tcp,13,13,67,1,0,404,normal
62071,20,1276,10,10,644,private,S0,tcp,136,16,255,0.14,0.05,0,anomaly
62074,18,1152,10,8,644,link,S0,tcp,300,25,255,0.1,0.05,0,anomaly
62073,18,1152,10,8,644,domain_u,SF,udp,148,214,255,0.89,0.02,129,normal
62072,18,1152,10,8,644,http,SF,tcp,5,5,27,1,0,10117,normal
62075,18,1152,10,8,644,ftp,RSTO,tcp,234,3,255,0.01,0.07,0,anomaly
62076,18,1152,10,8,644,pop_2,SF,tcp,511,1,255,0,1,147,anomaly
62077,18,1152,10,8,644,private,REJ,tcp,144,1,255,0,0.57,0,anomaly
62078,18,1152,10,8,644,http,SF,tcp,17,17,255,1,0,1719,normal
62079,18,1152,10,8,644,nntp,S0,tcp,189,1,255,0,0.08,0,anomaly
62082,20,1276,10,10,644,http,SF,tcp,5,5,255,1,0,9443,normal
62083,20,1276,10,10,644,imap4,S0,tcp,273,16,255,0.05,0.06,0,anomaly
62081,20,1276,10,10,644,domain_u,SF,udp,153,155,255,0.88,0.01,71,normal
62080,20,1276,10,10,644,smtp,SF,tcp,1,2,16,0.81,0.25,325,normal
62084,20,1276,10,10,644,name,REJ,tcp,201,1,255,0.07,0.07,0,anomaly
62085,20,1276,10,10,644,domain_u,SF,udp,127,129,255,0.89,0.01,75,normal
62086,20,1276,10,10,644,ftp_data,S0,tcp,70,12,255,0.26,0.02,0,anomaly
62087,20,1276,10,10,644,ldap,S0,tcp,133,20,255,0.08,0.06,0,anomaly
62089,18,1152,10,8,644,domain_u,SF,udp,119,119,255,0.99,0.01,46,normal
62088,20,1276,10,10,644,http,SF,tcp,1,1,19,1,0,13692,normal
62090,20,1276,10,10,644,private,REJ,tcp,109,7,255,0.03,0.08,0,anomaly
62091,20,1276,10,10,644,private,S0,tcp,106,20,255,0.07,0.07,0,anomaly
62092,20,1276,10,10,644,http,SF,tcp,4,5,255,1,0,659,normal
62093,20,1276,10,10,644,http,SF,tcp,2,4,177,1,0,2445,normal
62094,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.18,0.04,0,anomaly
62095,20,1276,10,10,644,ftp_data,SF,tcp,3,3,169,0.18,0.04,0,normal
62098,18,1152,10,8,644,domain_u,SF,udp,160,240,255,1,0.01,44,normal
62096,18,1152,10,8,644,http,SF,tcp,1,2,21,1,0,9567,normal
62097,18,1152,10,8,644,http,SF,tcp,2,2,2,1,0,2202,normal
62099,18,1152,10,8,644,http,SF,tcp,16,33,255,1,0,269,normal
62100,18,1152,10,8,644,private,S0,tcp,139,4,255,0.03,0.08,0,anomaly
62101,18,1152,10,8,644,http,SF,tcp,7,8,47,1,0,1469,normal
62102,18,1152,10,8,644,Z39_50,S0,tcp,200,14,255,0.05,0.07,0,anomaly
62103,18,1152,10,8,644,systat,S0,tcp,270,9,255,0.08,0.07,0,anomaly
62104,20,1276,10,10,644,private,REJ,tcp,53,7,255,0.03,0.06,0,anomaly
62105,20,1276,10,10,644,private,S0,tcp,188,10,34,0.29,0.18,0,anomaly
62106,20,1276,10,10,644,ftp_data,SF,tcp,4,4,66,0.15,0.05,0,normal
62107,20,1276,10,10,644,courier,S0,tcp,121,4,255,0.02,0.08,0,anomaly
62108,20,1276,10,10,644,private,SF,udp,7,1,255,0.92,0.01,147,normal
62109,20,1276,10,10,644,private,S0,tcp,211,18,255,0.06,0.06,0,anomaly
62110,20,1276,10,10,644,private,S0,tcp,119,19,67,0.27,0.09,0,anomaly
62111,20,1276,10,10,644,http,SF,tcp,14,15,90,1,0,8970,normal
137,10,940,10,0,940,http,SF,tcp,1,33,255,0.95,0.01,2507,normal
62114,18,1152,10,8,644,http,SF,tcp,3,5,113,1,0,210,normal
62113,18,1152,10,8,644,http,SF,tcp,15,15,255,1,0,305,normal
62115,18,1152,10,8,644,http,SF,tcp,7,9,255,1,0,1865,normal
62112,18,1152,10,8,644,http,SF,tcp,11,11,255,1,0,324,normal
62116,18,1152,10,8,644,http,SF,tcp,3,3,245,1,0,1511,normal
62117,18,1152,10,8,644,http,SF,tcp,19,19,255,1,0,579,normal
62118,18,1152,10,8,644,csnet_ns,S0,tcp,116,7,255,0.01,0.08,0,anomaly
62119,18,1152,10,8,644,time,S0,tcp,150,21,255,0.05,0.06,0,anomaly
62120,20,1276,10,10,644,ftp_data,SF,tcp,1,5,255,0.15,0.03,0,normal
62122,20,1276,10,10,644,ftp_data,SF,tcp,2,2,57,0.51,0.05,0,normal
62121,20,1276,10,10,644,iso_tsap,S0,tcp,249,3,255,0.01,0.07,0,anomaly
62123,20,1276,10,10,644,name,S0,tcp,243,2,255,0.01,0.07,0,anomaly
62124,20,1276,10,10,644,smtp,SF,tcp,1,2,255,0.56,0.02,332,normal
62125,20,1276,10,10,644,telnet,SF,tcp,1,1,255,0.15,0.06,122343,normal
62126,20,1276,10,10,644,uucp_path,S0,tcp,278,18,255,0.07,0.05,0,anomaly
62127,20,1276,10,10,644,private,S0,tcp,79,19,255,0,0.08,0,anomaly
62128,18,1152,10,8,644,netbios_ssn,SF,tcp,511,1,255,0,1,0,anomaly
62129,18,1152,10,8,644,http,SF,tcp,4,5,21,1,0,1592,normal
62130,18,1152,10,8,644,telnet,S0,tcp,6,1,255,0.19,0.05,0,anomaly
62131,18,1152,10,8,644,other,SF,udp,4,2,255,0.01,0.54,105,normal
62132,18,1152,10,8,644,http,REJ,tcp,1,1,3,1,0,0,normal
62133,18,1152,10,8,644,private,S0,tcp,240,19,255,0.11,0.05,0,anomaly
62134,18,1152,10,8,644,sql_net,RSTR,tcp,2,2,255,0.01,0.5,0,anomaly
62135,18,1152,10,8,644,private,S0,tcp,105,15,255,0.02,0.07,0,anomaly
62139,20,1276,10,10,644,telnet,S0,tcp,238,17,255,0.07,0.07,0,anomaly
62137,20,1276,10,10,644,smtp,SF,tcp,1,2,27,1,0,335,normal
62136,20,1276,10,10,644,X11,SF,tcp,2,1,255,0.13,0.03,15580,normal
62138,20,1276,10,10,644,urp_i,SF,icmp,2,1,255,0.09,0.01,0,normal
62140,20,1276,10,10,644,http,SF,tcp,2,6,52,1,0,31639,normal
62141,20,1276,10,10,644,private,REJ,tcp,198,17,255,0.07,0.07,0,anomaly
62142,20,1276,10,10,644,smtp,SF,tcp,1,1,155,0.64,0.02,329,normal
62143,20,1276,10,10,644,time,S0,tcp,22,2,255,0.01,0.09,0,anomaly
62145,20,1276,10,10,644,time,S0,tcp,226,13,255,0.05,0.08,0,anomaly
62144,20,1276,10,10,644,nnsp,S0,tcp,133,4,255,0.02,0.07,0,anomaly
62147,20,1276,10,10,644,ftp_data,SF,tcp,4,4,44,0.91,0.05,0,normal
62146,20,1276,10,10,644,private,S0,tcp,157,4,255,0.02,0.05,0,anomaly
62148,20,1276,10,10,644,http,SF,tcp,16,44,86,1,0,289,normal
62149,20,1276,10,10,644,http,REJ,tcp,1,1,17,1,0,0,normal
62150,20,1276,10,10,644,http,SF,tcp,35,35,255,1,0,2435,normal
62151,20,1276,10,10,644,finger,S0,tcp,16,5,255,0.25,0.02,0,anomaly
0,1,60,1,0,60,other,SF,udp,1,1,255,0,0.66,105,normal
62155,18,1152,10,8,644,http,SF,tcp,11,14,255,1,0,498,normal
62154,18,1152,10,8,644,gopher,S0,tcp,83,2,255,0.01,0.12,0,anomaly
62153,18,1152,10,8,644,ftp,SF,tcp,1,1,79,0.37,0.04,772,normal
62152,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.38,0.03,332,normal
62156,18,1152,10,8,644,private,S0,tcp,122,14,255,0.06,0.07,0,anomaly
62157,18,1152,10,8,644,eco_i,SF,icmp,1,1,18,1,0,0,normal
62158,18,1152,10,8,644,private,S0,tcp,159,25,255,0.1,0.06,0,anomaly
62159,18,1152,10,8,644,private,S0,tcp,97,17,204,0.08,0.07,0,anomaly
62163,20,1276,10,10,644,ftp_data,SF,tcp,10,10,255,0.15,0.05,0,normal
62160,20,1276,10,10,644,smtp,SF,tcp,1,1,96,0.67,0.04,330,normal
62162,20,1276,10,10,644,ftp,SF,tcp,1,1,58,0.36,0.09,2720,normal
62161,20,1276,10,10,644,http,RSTR,tcp,2,2,255,1,0,7300,anomaly
62164,20,1276,10,10,644,vmnet,S0,tcp,110,18,255,0.07,0.07,0,anomaly
62165,20,1276,10,10,644,ftp,SF,tcp,1,1,239,0.12,0.03,3380,normal
62166,20,1276,10,10,644,ftp_data,SF,tcp,2,2,206,0.3,0.01,0,normal
62167,20,1276,10,10,644,http,S1,tcp,20,29,20,1,0,8760,normal
62171,18,1152,10,8,644,eco_i,SF,icmp,1,10,3,1,0,0,anomaly
62169,18,1152,10,8,644,mtp,REJ,tcp,249,7,255,0.03,0.08,0,anomaly
62168,18,1152,10,8,644,domain_u,SF,udp,150,150,255,1,0,44,normal
62170,18,1152,10,8,644,http,SF,tcp,6,6,19,1,0,1472,normal
62172,18,1152,10,8,644,http,SF,tcp,23,31,23,1,0,450,normal
62173,18,1152,10,8,644,ftp_data,SF,tcp,1,1,14,1,0,5149533,anomaly
62174,18,1152,10,8,644,ssh,S0,tcp,220,18,255,0.07,0.07,0,anomaly
62175,18,1152,10,8,644,eco_i,SF,icmp,1,47,1,1,0,0,anomaly
143,2,180,2,0,180,ftp_data,SF,tcp,12,12,255,0.43,0.03,0,normal
68,1,342,1,0,342,time,S0,tcp,240,17,255,0.02,0.08,0,anomaly
62176,20,1276,10,10,644,eco_i,SF,icmp,1,12,2,1,0,0,anomaly
62177,20,1276,10,10,644,http,SF,tcp,13,28,39,1,0,1611,normal
62178,20,1276,10,10,644,private,S0,tcp,252,7,255,0.05,0.08,0,anomaly
62179,20,1276,10,10,644,http,SF,tcp,1,1,49,1,0,6014,normal
62180,20,1276,10,10,644,domain_u,SF,udp,1,3,3,1,0,42,normal
62181,20,1276,10,10,644,private,S0,tcp,136,12,255,0.03,0.06,0,anomaly
62182,20,1276,10,10,644,http,SF,tcp,14,14,41,1,0,2135,normal
62183,20,1276,10,10,644,daytime,S0,tcp,265,11,255,0.04,0.07,0,anomaly
62184,18,1152,10,8,644,http,SF,tcp,9,32,81,1,0,3503,normal
62185,20,1276,10,10,644,telnet,RSTO,tcp,1,1,238,0.09,0.02,0,normal
62186,20,1276,10,10,644,http,SF,tcp,9,9,70,1,0,18004,normal
62187,20,1276,10,10,644,http,SF,tcp,9,9,255,1,0,1109,normal
62188,20,1276,10,10,644,name,S0,tcp,256,8,255,0.01,0.07,0,anomaly
62189,20,1276,10,10,644,private,S0,tcp,266,2,255,0.07,0.08,0,anomaly
62190,20,1276,10,10,644,login,RSTO,tcp,138,17,255,0.07,0.07,0,anomaly
62191,20,1276,10,10,644,ftp,SF,tcp,1,1,12,0.67,0.25,4152,normal
62192,18,1152,10,8,644,private,S0,tcp,106,6,104,0.06,0.09,0,anomaly
62193,18,1152,10,8,644,http,SF,tcp,5,5,27,1,0,686,normal
62194,18,1152,10,8,644,http,SF,tcp,4,21,255,1,0,18942,normal
62195,18,1152,10,8,644,domain_u,SF,udp,36,36,111,0.64,0.02,74,normal
62196,18,1152,10,8,644,netbios_dgm,S0,tcp,37,2,255,0.01,0.07,0,anomaly
62197,18,1152,10,8,644,http,SF,tcp,4,4,255,1,0,9621,normal
62198,18,1152,10,8,644,http,SF,tcp,11,19,60,1,0,1256,normal
62199,18,1152,10,8,644,http,S2,tcp,1,1,255,0.97,0.01,1381,normal
62203,20,1276,10,10,644,other,SF,udp,1,1,104,0.03,0.6,105,normal
62202,20,1276,10,10,644,ftp_data,SF,tcp,2,1,88,0.1,0.07,0,normal
62200,20,1276,10,10,644,http,SF,tcp,1,2,2,1,0,396,normal
62201,20,1276,10,10,644,http,SF,tcp,2,10,255,1,0,3518,normal
62204,20,1276,10,10,644,remote_job,REJ,tcp,146,17,255,0.06,0.07,0,anomaly
62206,20,1276,10,10,644,http,SF,tcp,4,11,39,1,0,241,normal
62205,20,1276,10,10,644,domain_u,SF,udp,228,233,255,1,0.01,92,normal
62207,20,1276,10,10,644,http,SF,tcp,2,2,40,1,0,352,normal
62210,18,1152,10,8,644,private,REJ,tcp,1,1,32,0.03,1,0,anomaly
62208,18,1152,10,8,644,http_443,S0,tcp,231,12,255,0.05,0.06,0,anomaly
62211,18,1152,10,8,644,other,SF,udp,1,1,255,0.01,0.56,105,normal
62209,18,1152,10,8,644,http,SF,tcp,16,16,187,1,0,294,normal
62213,18,1152,10,8,644,private,REJ,tcp,233,15,255,0.06,0.09,0,anomaly
62214,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.74,0.02,325,normal
62212,18,1152,10,8,644,http,SF,tcp,6,6,255,1,0,1425,normal
62215,18,1152,10,8,644,private,S0,tcp,202,16,255,0.06,0.07,0,anomaly
62217,20,1276,10,10,644,discard,RSTO,tcp,236,1,255,0,0.08,0,anomaly
62216,20,1276,10,10,644,telnet,S1,tcp,2,1,255,0,0.85,0,normal
62218,20,1276,10,10,644,http,SF,tcp,3,3,2,1,0,987,normal
62219,20,1276,10,10,644,finger,S0,tcp,37,9,119,0.24,0.03,0,anomaly
62220,20,1276,10,10,644,domain_u,SF,udp,300,300,255,1,0.01,100,normal
62221,20,1276,10,10,644,eco_i,SF,icmp,1,34,2,1,0,0,anomaly
62223,20,1276,10,10,644,ldap,S0,tcp,246,18,255,0.07,0.06,0,anomaly
62222,20,1276,10,10,644,http,SF,tcp,21,22,255,1,0,360,normal
135,1,78,1,0,78,private,S0,tcp,93,20,255,0.01,0.07,0,anomaly
62227,18,1152,10,8,644,private,REJ,tcp,259,2,255,0.01,0.08,0,anomaly
62226,18,1152,10,8,644,private,REJ,tcp,198,7,255,0.03,0.08,0,anomaly
62224,20,1276,10,10,644,private,S0,tcp,224,6,255,0.02,0.05,0,anomaly
62225,20,1276,10,10,644,domain_u,SF,udp,137,137,255,0.79,0.01,73,normal
62230,20,1276,10,10,644,http,SF,tcp,21,22,255,1,0,3110,normal
62229,20,1276,10,10,644,http,SF,tcp,13,14,112,1,0,858,normal
62228,20,1276,10,10,644,http,SF,tcp,8,8,8,1,0,8865,normal
62231,20,1276,10,10,644,telnet,S0,tcp,240,1,255,0,0.06,0,anomaly
62234,18,1152,10,8,644,http,SF,tcp,8,9,83,1,0,11250,normal
62232,18,1152,10,8,644,http,SF,tcp,4,5,255,1,0,255,normal
62236,18,1152,10,8,644,eco_i,SF,icmp,1,1,1,1,0,0,anomaly
62235,18,1152,10,8,644,private,REJ,tcp,126,1,255,0,0.51,0,anomaly
62237,18,1152,10,8,644,http,SF,tcp,1,3,255,1,0,34193,normal
62238,18,1152,10,8,644,http,S0,tcp,3,3,206,1,0,0,normal
62233,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.61,0.02,0,anomaly
62239,18,1152,10,8,644,other,SF,udp,1,1,1,1,0,0,normal
62242,20,1276,10,10,644,IRC,RSTR,tcp,8,1,143,0.15,0.02,2794,normal
62243,20,1276,10,10,644,http,SF,tcp,6,15,255,1,0,18275,normal
62241,20,1276,10,10,644,iso_tsap,REJ,tcp,266,20,255,0.08,0.07,0,anomaly
62240,20,1276,10,10,644,private,S0,tcp,243,7,255,0.03,0.05,0,anomaly
62244,20,1276,10,10,644,ftp_data,SF,tcp,5,5,20,0.55,0.2,0,normal
62245,20,1276,10,10,644,other,SF,udp,2,1,255,0,0.84,0,normal
62246,20,1276,10,10,644,http,SF,tcp,3,48,255,1,0,1438,normal
62247,20,1276,10,10,644,remote_job,REJ,tcp,250,9,255,0.04,0.07,0,anomaly
62249,18,1152,10,8,644,ftp_data,SF,tcp,2,2,14,0.57,0.21,0,normal
62250,18,1152,10,8,644,supdup,S0,tcp,251,4,255,0.02,0.07,0,anomaly
62248,18,1152,10,8,644,other,SF,udp,240,240,240,1,0,4,normal
62251,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.46,0,normal
62252,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.77,105,normal
62253,18,1152,10,8,644,login,RSTO,tcp,137,20,255,0.08,0.06,0,anomaly
62254,18,1152,10,8,644,http,REJ,tcp,1,2,6,1,0,0,normal
62255,18,1152,10,8,644,http,SF,tcp,5,8,160,1,0,303,normal
62257,20,1276,10,10,644,http,SF,tcp,15,15,127,1,0,881,normal
62256,20,1276,10,10,644,private,S0,tcp,206,16,255,0.06,0.06,0,anomaly
62258,20,1276,10,10,644,bgp,S0,tcp,219,17,255,0.02,0.09,0,anomaly
62259,20,1276,10,10,644,http,REJ,tcp,1,2,82,0.73,0.02,0,normal
62260,20,1276,10,10,644,http,SF,tcp,4,4,13,1,0,960,normal
62261,20,1276,10,10,644,http,REJ,tcp,254,4,255,0.02,0.07,0,anomaly
62263,20,1276,10,10,644,other,REJ,tcp,511,1,255,0,1,0,anomaly
62262,20,1276,10,10,644,ftp_data,S0,tcp,11,3,251,0.25,0.02,0,anomaly
62267,18,1152,10,8,644,http,SF,tcp,2,2,255,1,0,26088,normal
62265,18,1152,10,8,644,http,SF,tcp,1,6,5,1,0,657,normal
62266,18,1152,10,8,644,domain_u,SF,udp,21,33,255,1,0,44,normal
62264,18,1152,10,8,644,ftp_data,SF,tcp,1,1,189,0.34,0.03,0,normal
62268,18,1152,10,8,644,netbios_ns,REJ,tcp,179,14,255,0.05,0.07,0,anomaly
62269,18,1152,10,8,644,http,SF,tcp,12,18,255,1,0,310,normal
62270,18,1152,10,8,644,http,SF,tcp,4,6,255,1,0,1918,normal
62271,18,1152,10,8,644,http,SF,tcp,11,13,147,1,0,2585,normal
62273,20,1276,10,10,644,private,SF,udp,120,83,255,0.55,0.05,0,anomaly
62275,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.2,0.06,406,normal
62274,20,1276,10,10,644,domain,REJ,tcp,250,13,255,0.05,0.07,0,anomaly
62272,20,1276,10,10,644,private,SF,udp,2,2,255,1,0.01,146,normal
62278,20,1276,10,10,644,http,SF,tcp,2,18,2,1,0,2982,normal
62276,20,1276,10,10,644,private,REJ,tcp,84,7,255,0.03,0.07,0,anomaly
62277,20,1276,10,10,644,Z39_50,S0,tcp,261,11,255,0.04,0.07,0,anomaly
62279,20,1276,10,10,644,http,SF,tcp,2,2,255,0.96,0.01,2239,normal
62282,18,1152,10,8,644,http,SF,tcp,4,4,255,1,0,188,normal
62281,18,1152,10,8,644,other,SF,udp,1,1,255,0.01,0.67,105,normal
62280,18,1152,10,8,644,http,SF,tcp,23,32,23,1,0,8263,normal
62283,18,1152,10,8,644,private,S0,tcp,141,19,255,0.08,0.07,0,anomaly
62284,18,1152,10,8,644,eco_i,SF,icmp,1,48,1,1,0,0,anomaly
62285,18,1152,10,8,644,http,SF,tcp,1,2,181,1,0,8314,anomaly
62286,18,1152,10,8,644,smtp,SF,tcp,1,3,217,0.49,0.01,489,normal
62287,18,1152,10,8,644,http,SF,tcp,9,9,41,1,0,10431,normal
62289,20,1276,10,10,644,http,SF,tcp,8,8,8,1,0,5131,normal
62290,20,1276,10,10,644,http,SF,tcp,15,15,242,1,0,424,normal
62288,20,1276,10,10,644,http,SF,tcp,16,20,16,1,0,313,normal
62291,20,1276,10,10,644,systat,S0,tcp,210,23,255,0.09,0.07,0,anomaly
62292,20,1276,10,10,644,ftp_data,SF,tcp,1,1,255,0.25,0.02,5131424,normal
62293,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.47,0.02,489,normal
62294,20,1276,10,10,644,http,SF,tcp,13,54,13,1,0,1464,normal
62295,20,1276,10,10,644,http,SF,tcp,4,6,255,1,0,261,normal
62297,18,1152,10,8,644,http,REJ,tcp,1,1,27,1,0,0,normal
62296,18,1152,10,8,644,private,S0,tcp,25,11,255,0.04,0.09,0,anomaly
62298,18,1152,10,8,644,private,S0,tcp,265,14,255,0.04,0.08,0,anomaly
62299,18,1152,10,8,644,http,SF,tcp,1,1,1,1,0,7466,normal
62300,18,1152,10,8,644,http,SF,tcp,4,5,255,1,0,266,normal
62301,18,1152,10,8,644,http,SF,tcp,24,24,255,1,0,3016,normal
62302,18,1152,10,8,644,domain_u,SF,udp,116,116,255,0.96,0.01,71,normal
62303,18,1152,10,8,644,ftp_data,SF,tcp,1,1,255,0.23,0.07,0,normal
62304,20,1276,10,10,644,private,S0,tcp,74,22,255,0.09,0.05,0,anomaly
62305,20,1276,10,10,644,urp_i,SF,icmp,6,1,255,0,0.01,0,normal
62306,20,1276,10,10,644,netbios_ssn,S0,tcp,292,4,255,0.02,0.06,0,anomaly
62307,20,1276,10,10,644,http,SF,tcp,1,1,14,1,0,1412,normal
62308,20,1276,10,10,644,http,SF,tcp,14,14,75,1,0,6406,normal
62309,20,1276,10,10,644,http,SF,tcp,1,15,16,1,0,430,normal
62310,20,1276,10,10,644,private,S0,tcp,126,4,255,0,0.07,0,anomaly
62311,20,1276,10,10,644,whois,S0,tcp,257,2,255,0.01,0.06,0,anomaly
143,2,180,2,0,180,http,SF,tcp,2,19,4,1,0,10010,normal
62314,18,1152,10,8,644,domain_u,SF,udp,77,157,255,0.94,0.01,132,normal
62313,18,1152,10,8,644,smtp,SF,tcp,1,1,165,0.81,0.02,335,normal
62312,18,1152,10,8,644,Z39_50,S0,tcp,261,16,255,0.06,0.07,0,anomaly
62315,18,1152,10,8,644,http,SF,tcp,13,20,119,1,0,1721,normal
62316,18,1152,10,8,644,http,SF,tcp,12,16,12,1,0,733,normal
62317,18,1152,10,8,644,other,SF,udp,2,1,255,0,0.69,0,normal
62318,18,1152,10,8,644,http,SF,tcp,10,12,143,1,0,10554,normal
62319,18,1152,10,8,644,telnet,S0,tcp,124,12,255,0.04,0.07,0,anomaly
62321,20,1276,10,10,644,private,REJ,tcp,123,8,255,0.11,0.06,0,anomaly
62322,20,1276,10,10,644,bgp,S0,tcp,254,2,255,0.01,0.07,0,anomaly
62320,20,1276,10,10,644,smtp,SF,tcp,1,3,142,0.7,0.02,335,normal
62323,20,1276,10,10,644,http,SF,tcp,7,23,176,1,0,256,normal
62324,20,1276,10,10,644,ftp,SF,tcp,1,1,30,0.47,0.17,4152,normal
62325,20,1276,10,10,644,ftp_data,SF,tcp,1,1,210,0,0.01,0,normal
62326,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.44,0.02,331,normal
62327,20,1276,10,10,644,other,SF,udp,1,1,255,0,0.64,105,normal
133,2,124,2,0,124,private,S0,tcp,120,10,174,0.06,0.07,0,anomaly
62329,18,1152,10,8,644,eco_i,SF,icmp,1,16,2,1,0,0,anomaly
62328,18,1152,10,8,644,http,SF,tcp,14,14,255,1,0,2873,normal
62331,18,1152,10,8,644,echo,S0,tcp,269,4,255,0.06,0.07,0,anomaly
62330,18,1152,10,8,644,http,SF,tcp,9,12,148,1,0,1478,normal
62332,18,1152,10,8,644,private,S0,tcp,143,7,255,0.02,0.06,0,anomaly
62333,18,1152,10,8,644,courier,S0,tcp,143,20,255,0.04,0.06,0,anomaly
62334,18,1152,10,8,644,private,S0,tcp,170,1,255,0.07,0.06,0,anomaly
62335,18,1152,10,8,644,http,SF,tcp,7,15,255,1,0,315,normal
62339,20,1276,10,10,644,private,S0,tcp,41,20,255,0.08,0.07,0,anomaly
62337,20,1276,10,10,644,http,SF,tcp,16,42,16,1,0,1319,normal
62336,20,1276,10,10,644,private,SF,udp,43,8,255,0.07,0.61,0,anomaly
62338,20,1276,10,10,644,http,SF,tcp,26,26,255,1,0,1856,normal
62340,20,1276,10,10,644,ftp,SF,tcp,1,1,106,0.13,0.67,769,normal
62341,20,1276,10,10,644,nnsp,S0,tcp,124,12,255,0.04,0.07,0,anomaly
62342,20,1276,10,10,644,eco_i,SF,icmp,1,35,1,1,0,0,anomaly
62343,20,1276,10,10,644,supdup,S0,tcp,136,4,255,0.02,0.06,0,anomaly
62345,18,1152,10,8,644,other,SF,udp,1,1,255,0,0.56,105,normal
62346,18,1152,10,8,644,ftp,SF,tcp,1,1,199,0.18,0.04,3081,normal
62344,18,1152,10,8,644,http,SF,tcp,14,14,37,1,0,4125,normal
62347,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.18,0.02,475,normal
62350,18,1152,10,8,644,http,S0,tcp,2,24,3,1,0,0,normal
62349,18,1152,10,8,644,http,REJ,tcp,1,1,6,1,0,0,normal
62351,18,1152,10,8,644,private,REJ,tcp,1,1,255,0,0.84,0,anomaly
62348,18,1152,10,8,644,time,RSTO,tcp,256,4,255,0.02,0.07,0,anomaly
62354,20,1276,10,10,644,smtp,S0,tcp,2,4,144,0.43,0.01,0,anomaly
62355,20,1276,10,10,644,ftp_data,S0,tcp,76,18,255,0.18,0.04,0,anomaly
62353,20,1276,10,10,644,ftp,SF,tcp,1,1,181,0.11,0.04,4152,normal
62352,20,1276,10,10,644,http,SF,tcp,3,3,105,1,0,1078,normal
62356,20,1276,10,10,644,other,SF,udp,1,1,255,0.01,0.53,105,normal
62357,20,1276,10,10,644,domain_u,SF,udp,270,269,255,1,0.01,82,normal
62359,20,1276,10,10,644,http,SF,tcp,15,15,42,1,0,2193,normal
62358,20,1276,10,10,644,private,S0,tcp,136,7,255,0.06,0.05,0,anomaly
62361,18,1152,10,8,644,http,SF,tcp,1,1,2,1,0,86082,normal
62362,18,1152,10,8,644,efs,S0,tcp,101,13,255,0.05,0.05,0,anomaly
62363,18,1152,10,8,644,private,SF,udp,2,2,255,0.95,0.01,146,normal
62360,18,1152,10,8,644,iso_tsap,REJ,tcp,238,16,255,0.06,0.09,0,anomaly
62365,18,1152,10,8,644,ftp_data,SF,tcp,9,9,49,0.31,0.06,0,normal
62364,18,1152,10,8,644,auth,S0,tcp,242,9,255,0.04,0.07,0,anomaly
62366,18,1152,10,8,644,csnet_ns,S0,tcp,124,15,255,0.03,0.07,0,anomaly
62367,18,1152,10,8,644,http,SF,tcp,2,2,255,0.91,0.01,1619,normal
62368,20,1276,10,10,644,ssh,S0,tcp,282,1,255,0.02,0.09,0,anomaly
62369,20,1276,10,10,644,daytime,S0,tcp,226,17,255,0.07,0.05,0,anomaly
62371,20,1276,10,10,644,gopher,S0,tcp,229,2,255,0.01,0.06,0,anomaly
62370,20,1276,10,10,644,http,SF,tcp,8,8,156,1,0,376,normal
62372,20,1276,10,10,644,eco_i,SF,icmp,1,51,2,1,0,0,anomaly
62373,20,1276,10,10,644,eco_i,SF,icmp,1,32,1,1,0,0,anomaly
62375,20,1276,10,10,644,http,SF,tcp,8,8,11,1,0,1659,normal
62374,20,1276,10,10,644,telnet,S0,tcp,9,2,171,0.26,0.02,0,anomaly
62379,18,1152,10,8,644,domain_u,SF,udp,5,9,255,0.93,0.01,42,normal
62376,18,1152,10,8,644,http,SF,tcp,3,11,3,1,0,2529,normal
